record_code,format_version,submission_date,reporting_agency,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,epa_reach,description,rmis_region,rmis_basin,rmis_latitude,rmis_longitude,record_origin
"L","4.1","20200203","CDFO","2MS01H027       247","1","NWTR         H027-247",,,,,,"NWTR            MRP SUBS 69, 70","WCVI","NWVI","50.23","-128.1","N"
"L","4.1","20200203","CDFO","2MS23P29MGALI IS","1","GSPTS GALI IS (P29M)","48.9231","-123.4386",,,,"GSPTS           STAT AREA: P29M GALIANO ISLAND      P29M","GST","GSVI","48.9231","-123.4386","N"
"L","4.1","20200203","CDFO","2MS62P014NORR RK 07","1","GSSPTCNORR RK (14-7)","49.4842","-124.6481",,,,"GSSPTC          STAT AREA: P014 NORRIS ROCKS        P014","GST","GSVI","49.4842","-124.6481","N"
"L","4.1","20200203","CDFO","2MS27P125ESCA IS","1","WSPT  ESCA IS (P125)","49.5236","-126.5719",,,,"WSPT            STAT AREA: P125 ESCALANTE ISLAND    P125","WCVI","WCVIG","49.5167","-126.5667","N"
"L","4.1","20200203","CDFO","2MN26P012STUB IS 18","1","CSPT  STUB IS (12-18)","50.6039","-126.8172",,,,"CSPT            STAT AREA: P012 STUBBS ISLAND       P012","JNST","JNSTG","50.6167","-126.8167","N"
"L","4.1","20200203","CDFO","2MN57P012       502","1","SCTR         P012-502",,,,,,"SCTR            DESERTERS GROUP (PFMA SUBS 12-10, -13)","JNST","JNSTG","50.8761","-127.4694","N"
"L","4.1","20200203","CDFO","2MS17M115       365","1","NWTR & SWTR  M115-365",,,,,,"NWTR & SWTR     PFMAS 23 to 25, 123 to 125 - MRP SUBS 59, 60, 61, 62, 63, 64, 65, 66, 67","WCVI","WCVIG",,,"N"
"L","4.1","20200203","CDFO","2MS27M120","1","WSPT         M120",,,,,,"WSPT            PFMA 25, 125, 26, 126 (STAT AREAS 25, 26)","WCVI","NWVI","49.68","-127.38","N"
"L","4.1","20200203","CDFO","2MN26P111CP SUTI","1","CSPT  CP SUTI (P111)","50.8744","-128.0503",,,,"CSPT            STAT AREA: P111 CAPE SUTIL          P111","JNST","JNSTG","50.8744","-128.0503","N"
"L","4.1","20200203","CDFO","2MS17M116       000","1","NWTR & SWTR  M116-000",,,,,,"NWTR & SWTR     PFMA 23 to 26, 123 to 126 (STAT AREAS 23 to 26)","WCVI","WCVIG",,,"N"
"L","4.1","20200203","CDFO","2MS62P015HULKS   02","1","GSSPTCHULKS (15-2)","49.8656","-124.558",,,,"GSSPTC          STAT AREA: P015 HULKS               P015","GST","GSMN","49.8656","-124.558","N"
"L","4.1","20200203","CDFO","2MS28M23ANAHM BY 02","1","ACSPT NAHM BY (23-2)","49.0618","-124.8709",,,,"ACSPT           STAT AREA: M23A NAHMINT BAY         M23A","WCVI","SWVI","49.0618","-124.8709","N"
"L","4.1","20200203","CDFO","2FS99JNSTH0106","1","H-QUINSAM R",,,,,,"CDN ESCMENT     QUINSAM R            JNST","JNST","JSVI","50.0194","-125.3026","N"
"L","4.1","20200203","CDFO","2MS22P013STOR BE 03","1","GSPTN STOR BE (13-3)","49.9167","-125.1773",,,,"GSPTN           STAT AREA: P013 STORIES BEACH       P013","JNST","JNSTG","49.9167","-125.1773","N"
"L","4.1","20200203","CDFO","2MS62P015GRIE PT 01","1","GSSPTCGRIE PT (15-1)","49.8042","-124.5264",,,,"GSSPTC          STAT AREA: P015 GRIEF POINT         P015","GST","GSMS","49.8","-124.5333","N"
"L","4.1","20200203","CDFO","2MS04M103       000","1","GSTR         M103-000",,,,,,"GSTR            PFMA 14, 16 (STAT AREAS 14, 16)","GST","GSTG","49.55","-124.38","N"
"L","4.1","20200203","CDFO","2F 29FWLFLEAD BR","1","FWSPT LEAD BR [FWLF]","49.2181","-122.8141",,,,"FWSPT           STAT AREA: FWLF FRASER:LEADER BAR   FWLF","GST","GSMS","49.2181","-122.8141","N"
"L","4.1","20200203","CDFO","2FS99JNSTR0164","1","R-CLUXEWE R",,,,,,"CDN ESCMENT     CLUXEWE R            JNST","JNST","JSVI","50.6117","-127.1775","N"
"L","4.1","20200203","CDFO","2MS61P013DUNC BY 03","1","JSSSPTDUNC BY (13-3)","50.0775","-125.2953",,,,"JSSSPT          STAT AREA: P013 DUNCAN BAY          P013","JNST","JNSTG","50.0775","-125.2953","N"
"L","4.1","20200203","CDFO","2MS02M109       383","1","SWTR         M109-383",,,,,,"SWTR            PFMAS 21, 121, 24, 124","WCVI","SWVI",,,"N"
"L","4.1","20200203","CDFO","2MS27P124WICK IS","1","WSPT  WICK IS (P124)","49.14","-125.9422",,,,"WSPT            STAT AREA: P124 WICKANINNISH ISLAND P124","WCVI","SWVI","49.14","-125.9422","N"
"L","4.1","20200203","CDFO","2MN26P012SERP CH 35","1","CSPT  SERP CH (12-35)","50.7167","-126.3333",,,,"CSPT            STAT AREA: P012 SERPENTINE CHANNEL  P012","JNST","JSM","50.7167","-126.3333","N"
"L","4.1","20200203","CDFO","2MS27P123SEAB RK 01","1","WSPT  SEAB RK (123-1)","48.7492","-125.1547",,,,"WSPT            STAT AREA: P123 SEABIRD ROCKS       P123","WCVI","SWVI","48.7492","-125.1547","N"
"L","4.1","20200203","CDFO","2MS23P017DOCK PT 09","1","GSPTS DOCK PT (17-9)","48.8872","-123.5811",,,,"GSPTS           STAT AREA: P017 DOCK POINT          P017","GST","GSVI","48.8872","-123.5811","N"
"L","4.1","20180206","CDFO","2MS27P126CLER PT 11","1","WSPT  CLER PT (26-11)","50.0803","-127.7964",,,,"WSPT            STAT AREA: P126 CLERKE POINT        P126","WCVI","NWVI","50.0833","-127.8","N"
"L","4.1","20200203","CDFO","2F 290FW QUIN RI","1","FWSPT QUIN RI [FW]","50.0375","-125.294",,,,"FWSPT           STAT AREA: 0FW QUINSAM RIVER       0FW","JNST","JSM","50.0375","-125.294","N"
"L","4.1","20200203","CDFO","2MS04P015       157","1","GSTR         P015-157",,,,,,"GSTR            CORTES I. (EAST)","GST","GSMN","50.1","-124.9","N"
"L","4.1","20180206","CDFO","2MS27H024FLOR IS 04","1","WSPT  FLOR IS [24-4]","49.3288","-126.1571",,,,"WSPT            STAT AREA: H024 FLORES ISLAND       H024","WCVI","SWVI","49.3288","-126.1571","N"
"L","4.1","20200203","CDFO","2MS27P026KYUQ SD 01","1","WSPT  KYUQ SD (26-1)","50.05","-127.25",,,,"WSPT            STAT AREA: P026 KYUQUOT SOUND       P026","WCVI","NWVI","50.0167","-127.2167","N"
"L","4.1","20200203","CDFO","2FS99GSMNR0216","1","R-CHEAKAMUS R",,,,,,"CDN ESCMENT     CHEAKAMUS R          GSMN","GST","GSMS","49.7794","-123.1775","N"
"L","4.1","20200203","CDFO","2MS22P013VINE PT 14","1","GSPTN VINE PT (13-14)","50.1272","-125.1306",,,,"GSPTN           STAT AREA: P013 VINER POINT         P013","JNST","JSM","50.1167","-125.1333","N"
"L","4.1","20200203","CDFO","2MN26P012DEEP BF 40","1","CSPT  DEEP BF (12-40)","50.8175","-126.5067",,,,"CSPT            STAT AREA: P012 DEEP SEA BLUFF      P012","JNST","JSM","50.8167","-126.5","N"
"L","4.1","20200203","CDFO","2MS27P025GARD PT 13","1","WSPT  GARD PT (25-13)","49.8479","-126.9053",,,,"WSPT            STAT AREA: P025 GARDEN POINT        P025","WCVI","NWVI","49.8479","-126.9053","N"
"L","4.1","20200203","CDFO","2MS22P013BIG BY  23","1","GSPTN BIG BY (13-23)","50.3916","-125.1414",,,,"GSPTN           STAT AREA: P013 BIG BAY             P013","JNST","JSM","50.3916","-125.1414","N"
"L","4.1","20200203","CDFO","2MS27M23BCLFT PT 04","1","WSPT  CLFT PT (23-4)","48.9217","-125.0565",,,,"WSPT            STAT AREA: M23B CLIFTON POINT       M23B","WCVI","SWVI","48.9217","-125.0565","N"
"L","4.1","20200203","CDFO","2MS02H023       228","1","SWTR         H023-228",,,,,,"SWTR            MRP SUBS 55, 57, 58","WCVI","SWVI","48.8","-125.5","N"
"L","4.1","20200203","CDFO","2MS04P014       146","1","GSTR         P014-146",,,,,,"GSTR            DENMAN I.","GST","GSVI","49.533844","-124.817607","N"
"L","4.1","20180206","CDFO","2MN26H011BREM IT 02","1","CSPT  BREM IT [11-2]","51.0978","-127.6903",,,,"CSPT            STAT AREA: H011 BREMNER ISLET       H011","JNST","JNSTG","51.0978","-127.6903","N"
"L","4.1","20200203","CDFO","2F 29FWLFANNA IS","1","FWSPT ANNA IS [FWLF]","49.1667","-122.95",,,,"FWSPT           STAT AREA: FWLF FRASER:ANNACIS ISLANFWLF","GST","GSMS","49.1667","-122.95","N"
"L","4.1","20200203","CDFO","2FS99GSMNR0153","1","R-TENDERFOOT CR",,,,,,"CDN ESCMENT     TENDERFOOT CR        GSMN","GST","GSMS","49.824","-123.147","N"
"L","4.1","20200203","CDFO","2MS27H027TOPK PO","1","WSPT  TOPK PO [H027]",,,,,,"WSPT            STAT AREA: H027 TOPKNOT POINT       H027","WCVI","NWVI",,,"N"
"L","4.1","20200203","CDFO","2MS62P016MOUA IS 21","1","GSSPTCMOUA IS (16-21)","49.6331","-124.4625",,,,"GSSPTC          STAT AREA: P016 MOUAT ISLANDS       P016","GST","GSMS","49.6333","-124.4667","N"
"L","4.1","20200203","CDFO","2F BF0FW DRYD CK","1","BC FREDRYD CK [FW]","49.7553","-123.1392",,,,"BC FRESHWATER   STAT AREA: 0FW DRYDEN CREEK        0FW","GST","GSMS","49.7553","-123.1392","N"
"L","4.1","20200203","CDFO","2MS02H023       232","1","SWTR         H023-232",,,,,,"SWTR            MRP SUBS 55, 59, 113","WCVI","SWVI","48.51","-125.53","N"
"L","4.1","20200203","CDFO","2MS22P013LOG DUM 05","1","GSPTN LOG DUM (13-5)","50.05","-125.25",,,,"GSPTN           STAT AREA: P013 LOG DUMP            P013","JNST","JSVI","50.05","-125.25","N"
"L","4.1","20200203","CDFO","2FS78M291ANNA IS 13","1","FRFNBHANNA IS [29-13]","49.1667","-122.95",,,,"FRFNBH          STAT AREA: M291 FRASER:ANNACIS ISLANM291","GST","GSMS","49.1667","-122.95","N"
"L","4.1","20200203","CDFO","2MS02M114       675","1","SWTR         M114-675",,,,,,"SWTR            WYA POINT","WCVI","SWVI","48.9746","-125.6234","N"
"L","4.1","20200203","CDFO","2MS11P013       507","1","JSN          P013-507",,,,,,"JSN             GRANITE PT. (OKISOLLO CHANNEL)","JNST","JSM","50.2833","-125.3833","N"
"L","4.1","20200203","CDFO","2MN26P012HARB IS 05","1","CSPT  HARB IS (12-5)","50.5717","-126.5933",,,,"CSPT            STAT AREA: P012 HARBLEDOWN ISLAND   P012","JNST","JNSTG","50.6","-126.5833","N"
"L","4.1","20200203","CDFO","2MS23P028ENGL BY 08","1","GSPTS ENGL BY (28-8)","49.2889","-123.1736",,,,"GSPTS           STAT AREA: P028 ENGLISH BAY         P028","GST","GSMS","49.2833","-123.1667","N"
"L","4.1","20180206","CDFO","2MN26H011BUCL PT 02","1","CSPT  BUCL PT [11-2]","51.0933","-127.6714",,,,"CSPT            STAT AREA: H011 BUCCLEUGH PT        H011","JNST","JNSTG","51.0833","-127.6667","N"
"L","4.1","20200203","CDFO","2MS23P29MCP ROGE 03","1","GSPTS CP ROGE (29-3)","49.3403","-123.4311",,,,"GSPTS           STAT AREA: P29M CAPE ROGER CURTIS   P29M","GST","GSMS","49.3403","-123.4311","N"
"L","4.1","20200203","CDFO","2MN26P012PARS IS 05","1","CSPT  PARS IS (12-5)","50.5689","-126.6742",,,,"CSPT            STAT AREA: P012 PARSON ISLAND       P012","JNST","JNSTG","50.5667","-126.6833","N"
"L","4.1","20200203","CDFO","2MS13P020       175","1","JFN          P020-175",,,,,,"JFN             SHERINGHAM PT. TO WILLIAM HEAD (PFMA SUB 20-5)","WCVI","SWVI","48.33","-123.77","N"
"L","4.1","20200203","CDFO","2MS23P028SEWE BK 02","1","GSPTS SEWE BK (28-2)","49.3833","-123.2667",,,,"GSPTS           STAT AREA: P028 SEWELIS BANK        P028","GST","GSMS","49.3833","-123.2667","N"
"L","4.1","20200203","CDFO","2MS23P018","1","GSPTS        P018",,,,,,"GSPTS           PFMA 18 - Mayne Island, Saanich","GST","GSVI","48.852","-123.300229","N"
"L","4.1","20200203","CDFO","2MS22P016MALA ST 18","1","GSPTN MALA ST (16-18)","49.6644","-124.2575",,,,"GSPTN           STAT AREA: P016 MALASPINA STRAIT    P016","GST","GSMS","49.6644","-124.2575","N"
"L","4.1","20200203","CDFO","2MN26P012LADY PT 18","1","CSPT  LADY PT (12-18)","50.6133","-127.1292",,,,"CSPT            STAT AREA: P012 LADY ELLEN POINT    P012","JNST","JNSTG","50.6133","-127.1292","N"
"L","4.1","20200203","CDFO","2MN26P012ECHO IS 10","1","CSPT  ECHO IS (12-10)","50.8756","-127.4381",,,,"CSPT            STAT AREA: P012 ECHO ISLANDS        P012","JNST","JSM","50.8667","-127.4333","N"
"L","4.1","20200203","CDFO","2MS22P013LOUG IN 42","1","GSPTN LOUG IN (13-42)","50.5792","-125.5411",,,,"GSPTN           STAT AREA: P013 LOUGHBOROUGH INLET  P013","JNST","JSM","50.5167","-125.5667","N"
"L","4.1","20200203","CDFO","2MS22P016SAKI BY 17","1","GSPTN SAKI BY (16-17)","49.6497","-124.0715",,,,"GSPTN           STAT AREA: P016 SAKINAW BAY         P016","GST","GSMS","49.65","-124.0667","N"
"L","4.1","20200203","CDFO","2MS20H025       687","1","NWVN         H025-687",,,,,,"NWVN            BOSTON POINT","WCVI","NWVI","49.66109","-126.612202","N"
"L","4.1","20200203","CDFO","2MS23P018PEND IS 05","1","GSPTS PEND IS (18-5)","48.7806","-123.2806",,,,"GSPTS           STAT AREA: P018 PENDER ISLAND       P018","GST","GSVI","48.7806","-123.2806","N"
"L","4.1","20200203","CDFO","2F 290FW COLE CK","1","FWSPT COLE CK [FW]","49.0063","-124.8579",,,,"FWSPT           STAT AREA: 0FW COLEMAN CREEK       0FW","WCVI","SWVI","49.0063","-124.8579","N"
"L","4.1","20200203","CDFO","2MS24M19BARBU CV 05","1","JFSPT ARBU CV (19-5)","48.4778","-123.3014",,,,"JFSPT           STAT AREA: M19B ARBUTUS COVE        M19B","GST","GSVI","48.4833","-123.3","N"
"L","4.1","20200203","CDFO","2MS62P014FLOR IT 05","1","GSSPTCFLOR IT (14-5)","49.5175","-124.5772",,,,"GSSPTC          STAT AREA: P014 FLORA ISLET         P014","GST","GSVI","49.5175","-124.5772","N"
"L","4.1","20200203","CDFO","2MS22P013SHEE PT 12","1","GSPTN SHEE PT (13-12)","50.1978","-125.1303",,,,"GSPTN           STAT AREA: P013 SHEER POINT         P013","JNST","JSM","50.2","-125.1333","N"
"L","4.1","20200203","CDFO","2MS23P028BOWE BY 01","1","GSPTS BOWE BY (28-1)","49.3628","-123.4267",,,,"GSPTS           STAT AREA: P028 BOWEN BAY           P028","GST","GSMS","49.3667","-123.4167","N"
"L","4.1","20200203","CDFO","2MS11P012       710","1","JSN          P012-710",,,,,,"JSN             ALERT BAY","JNST","JSVI","50.5833","-126.9333","N"
"L","4.1","20200203","CDFO","2FS99GSMNR0282","1","R-OUILLET CR",,,,,,"CDN ESCMENT     OUILLET CR           GSMN","GST","GSMS","49.466","-123.485","N"
"L","4.1","20200203","CDFO","2MN26H011CP SUTI","1","CSPT  CP SUTI [H011]","50.8744","-128.0503",,,,"CSPT            STAT AREA: H011 CAPE SUTIL          H011","JNST","JNSTG","50.8744","-128.0503","N"
"L","4.1","20200203","CDFO","2MS27M23BLAWT PT 07","1","WSPT  LAWT PT (23-7)","48.8014","-125.1917",,,,"WSPT            STAT AREA: M23B LAWTON POINT        M23B","WCVI","SWVI","48.8014","-125.1917","N"
"L","4.1","20200203","CDFO","2MS04P017       115","1","GSTR         P017-115",,,,,,"GSTR            GABRIOLA PASS","GST","GSVI","49.1292","-123.7022","N"
"L","4.1","20200203","CDFO","2MS27H025TWNS IS","1","WSPT  TWNS IS [H025]","49.8217","-127.0503",,,,"WSPT            STAT AREA: H025 TWINS ISLANDS       H025","WCVI","NWVI","49.8217","-127.0503","N"
"L","4.1","20200203","CDFO","2MS27P024","1","WSPT         P024",,,,,,"WSPT            PFMA 24 - Cox Point, Estevan Point","WCVI","SWVI","49.25","-126.23","N"
"L","4.1","20200203","CDFO","2MS22P013YUCU RP 23","1","GSPTN YUCU RP (13-23)","50.3794","-125.15",,,,"GSPTN           STAT AREA: P013 YUCULTA RAPIDS      P013","JNST","JSM","50.3833","-125.15","N"
"L","4.1","20200203","CDFO","2MS22P016DUNC CV 17","1","GSPTN DUNC CV (16-17)","49.6331","-124.0422",,,,"GSPTN           STAT AREA: P016 DUNCAN COVE         P016","GST","GSMS","49.6331","-124.0422","N"
"L","4.1","20180206","CDFO","2F 29FWLFLEAD BR 17","1","FWSPT LEAD BR [29-17]","49.2181","-122.8141",,,,"FWSPT           STAT AREA: FWLF FRASER:LEADER BAR   FWLF","GST","GSMS","49.2181","-122.8141","N"
"L","4.1","20200203","CDFO","2MS02H023       057","1","SWTR         H023-057",,,,,,"SWTR            OUTSIDE SURFLINE - CAPE BEALE TO LOUDOUN CHANNEL (PART OF PFMA SUBS 23-1, -2, -3, -4","WCVI","SWVI","48.82","-125.32","N"
"L","4.1","20200203","CDFO","2MS23P017WALE PS 04","1","GSPTS WALE PS (17-4)","49.0711","-123.6933",,,,"GSPTS           STAT AREA: P017 WHALEBOAT PASSAGE   P017","GST","GSVI","49.0711","-123.6933","N"
"L","4.1","20200203","CDFO","2MS62P015HERN IS 03","1","GSSPTCHERN IS (15-3)","49.9831","-124.9192",,,,"GSSPTC          STAT AREA: P015 HERNANDO ISLAND     P015","GST","GSMN","49.9667","-124.9167","N"
"L","4.1","20200203","CDFO","2MS28M23AHUNT MR 01","1","ACSPT HUNT MR (23-1)","49.1333","-124.4833",,,,"ACSPT           STAT AREA: M23A HUNTERS MARINA      M23A","WCVI","SWVI","49.1333","-124.4833","N"
"L","4.1","20200203","CDFO","2MS23P017WALL IS 02","1","GSPTS WALL IS (17-2)","48.9428","-123.5522",,,,"GSPTS           STAT AREA: P017 WALLACE ISLAND      P017","GST","GSVI","48.95","-123.55","N"
"L","4.1","20200203","CDFO","2MS22P014HELL PA 09","1","GSPTN HELL PA (14-9)","49.5","-124.6056",,,,"GSPTN           STAT AREA: P014 HELLIWELL PARK      P014","GST","GSVI","49.5333","-124.6","N"
"L","4.1","20200203","CDFO","2MS04P014       077","1","GSTR         P014-077",,,,,,"GSTR            COMOX (PFMA SUBS 14-11, -14, -15)","GST","GSVI","49.61","-124.88","N"
"L","4.1","20200203","CDFO","2MS27M23BHELB IS 07","1","WSPT  HELB IS (23-7)","48.8511","-125.1711",,,,"WSPT            STAT AREA: M23B HELBY ISLAND        M23B","WCVI","SWVI","48.8511","-125.1711","N"
"L","4.1","20200203","CDFO","2MS01P125       000","1","NWTR         P125-000",,,,,,"NWTR            PFMA 125 - Open water southwest of Nootka Sound","WCVI","WCVIG","49.14","-127.5","N"
"L","4.1","20200203","CDFO","2MN26P111SHUT BO","1","CSPT  SHUT BO (P111)","50.8447","-128.1325",,,,"CSPT            STAT AREA: P111 SHUTTLEWORTH BIGHT  P111","JNST","JSVI","50.8447","-128.1325","N"
"L","4.1","20200203","CDFO","2MS27P123TWTHREO","1","WSPT  TWTHREO (P123)",,,,,,"WSPT            STAT AREA: P123 UNKNOWN PFMA 123    P123","WCVI","SWVI","48.15","-126.4","N"
"L","4.1","20180206","CDFO","2F 29FWLFSOUT AR 13","1","FWSPT SOUT AR [29-13]","49.0833","-123",,,,"FWSPT           STAT AREA: FWLF FRASER:SOUTH ARM GENFWLF","GST","GSMS","49.0833","-123","N"
"L","4.1","20200203","CDFO","2MS62P014GERA IS","1","GSSPTCGERA IS (P014)","49.3114","-124.1622",,,,"GSSPTC          STAT AREA: P014 GERALD ISLAND       P014","GST","GSVI","49.3167","-124.15","N"
"L","4.1","20200203","CDFO","2MS27M23BSAIL RK 08","1","WSPT  SAIL RK (23-8)","48.8807","-125.3953",,,,"WSPT            STAT AREA: M23B SAIL ROCK           M23B","WCVI","SWVI","48.8807","-125.3953","N"
"L","4.1","20200203","CDFO","2FS99GSMNR1347","1","R-RICHARDS CR",,,,,,"CDN ESCMENT     RICHARDS CR          GSMN","GST","GSMS","48.85","-123.695","N"
"L","4.1","20200203","CDFO","2MS22P013SUTI CH 14","1","GSPTN SUTI CH (13-14)","50.1231","-125.0981",,,,"GSPTN           STAT AREA: P013 SUTIL CHANNEL       P013","JNST","JSM","50.1333","-125.0833","N"
"L","4.1","20200203","CDFO","2MS04P018       171","1","GSTR         P018-171",,,,,,"GSTR            ACTIVE PASS (PFMA SUBS 18-2, -3, -9)","GST","GSVI","48.84","-123.35","N"
"L","4.1","20200203","CDFO","2MS27H025FRIE CU","1","WSPT  FRIE CU [H025]",,,,,,"WSPT            STAT AREA: H025 FRIENDLY COVE       H025","WCVI","NWVI","49.5939","-126.6167","N"
"L","4.1","20200203","CDFO","2M BMP014HORN IS 07","1","BC MARHORN IS (14-7)","49.5233","-124.6642",,,,"BC MARINE       STAT AREA: P014 HORNBY ISLAND       P014","GST","GSVI","49.5233","-124.6642","N"
"L","4.1","20200203","CDFO","2MS22P014MANN PT 09","1","GSPTN MANN PT (14-9)","49.5406","-124.7089",,,,"GSPTN           STAT AREA: P014 MANNING POINT       P014","GST","GSVI","49.5333","-124.7","N"
"L","4.1","20200203","CDFO","2MS27P025ARGO PT 04","1","WSPT  ARGO PT (25-4)","49.7206","-126.4911",,,,"WSPT            STAT AREA: P025 ARGONAUT POINT      P025","WCVI","NWVI","49.7167","-126.4833","N"
"L","4.1","20200203","CDFO","2MS24M19BESQU LA 03","1","JFSPT ESQU LA (19-3)","48.4275","-123.4675",,,,"JFSPT           STAT AREA: M19B ESQUIMALT LAGOON    M19B","GST","GSVI","48.4333","-123.4667","N"
"L","4.1","20200203","CDFO","2MS11P012       129","1","JSN          P012-129",,,,,,"JSN             MALCOLM/BROUGHTON ISLANDS (PFMA SUBS 12-4, -5, -6, PART OF -7, -8, -17 to -20)","JNST","JNSTG","50.62","-126.8","N"
"L","4.1","20200203","CDFO","2MS24P020BECH BY 05","1","JFSPT BECH BY (20-5)","48.3244","-123.6128",,,,"JFSPT           STAT AREA: P020 BECHER BAY          P020","WCVI","SWVI","48.3333","-123.6167","N"
"L","4.1","20200203","CDFO","2MS27P121SWIF BK 02","1","WSPT  SWIF BK (121-2)","48.5667","-124.9833",,,,"WSPT            STAT AREA: P121 SWIFTSURE BANK      P121","WCVI","SWVI","48.55","-125","N"
"L","4.1","20200203","CDFO","2MS22P013SAYWARD 34","1","GSPTN SAYWARD (13-34)","50.3789","-125.9594",,,,"GSPTN           STAT AREA: P013 SAYWARD             P013","JNST","JSVI","50.3833","-125.9667","N"
"L","4.1","20200203","CDFO","2MS23P028SQUAMIS 05","1","GSPTS SQUAMIS (28-5)","49.6658","-123.2106",,,,"GSPTS           STAT AREA: P028 SQUAMISH            P028","GST","GSMS","49.75","-123.1333","N"
"L","4.1","20200203","CDFO","2MS27H024MOSR PT","1","WSPT  MOSR PT [H024]","49.149","-125.9627",,,,"WSPT            STAT AREA: H024 MOSER POINT         H024","WCVI","SWVI","49.149","-125.9627","N"
"L","4.1","20200203","CDFO","2MS27H23BSAIL RO","1","WSPT  SAIL RO [H23B]",,,,,,"WSPT            STAT AREA: H23B SAIL ROCK           H23B","WCVI","SWVI",,,"N"
"L","4.1","20200203","CDFO","2MS62P014CP LAZO 12","1","GSSPTCCP LAZO (14-12)","49.7014","-124.86",,,,"GSSPTC          STAT AREA: P014 CAPE LAZO           P014","GST","GSVI","49.7014","-124.86","N"
"L","4.1","20200203","CDFO","2MS22P015STAC RK 04","1","GSPTN STAC RK (15-4)","50.0667","-124.8167",,,,"GSPTN           STAT AREA: P015 STACEY ROCK         P015","GST","GSMN","50.0667","-124.8167","N"
"L","4.1","20200203","CDFO","2MS02H024       750","1","SWTR         H024-750",,,,,,"SWTR            TROLL ZONE 18 (part of PFMA 124)","WCVI","SWVI","48.88","-126.2","N"
"L","4.1","20200203","CDFO","2MS23P29MLION IT 04","1","GSPTS LION IT (29-4)","48.9003","-123.3353",,,,"GSPTS           STAT AREA: P29M LION ISLETS         P29M","GST","GSVI","48.9003","-123.3353","N"
"L","4.1","20200203","CDFO","2MS27P124LONG BE 03","1","WSPT  LONG BE (124-3)","49.036","-125.7428",,,,"WSPT            STAT AREA: P124 LONG BEACH          P124","WCVI","SWVI","49.036","-125.7428","N"
"L","4.1","20200203","CDFO","2MS23P017POOR RK","1","GSPTS POOR RK (P017)","49.4333","-124.1667",,,,"GSPTS           STAT AREA: P017 POOR MANS ROCK      P017","GST","GSMS","49.4333","-124.1667","N"
"L","4.1","20200203","CDFO","2MS22P016GREE BY 10","1","GSPTN GREE BY (16-10)","49.7064","-124.0769",,,,"GSPTN           STAT AREA: P016 GREEN BAY           P016","GST","GSMS","49.7","-124.0833","N"
"L","4.1","20200203","CDFO","2MS27H027KAIN IS","1","WSPT  KAIN IS [H027]","50.4425","-128.0339",,,,"WSPT            STAT AREA: H027 KAINS ISLAND        H027","WCVI","NWVI","50.45","-128.0333","N"
"L","4.1","20200203","CDFO","2MN26P012BARO PS 26","1","CSPT  BARO PS (12-26)","50.5503","-126.5883",,,,"CSPT            STAT AREA: P012 BARONET PASSAGE     P012","JNST","JNSTG","50.5503","-126.5883","N"
"L","4.1","20200203","CDFO","2MS22P016IRVI LD 17","1","GSPTN IRVI LD (16-17)","49.6333","-124.05",,,,"GSPTN           STAT AREA: P016 IRVINES LANDING     P016","GST","GSMS","49.6333","-124.05","N"
"L","4.1","20200203","CDFO","2MS04P013       409","1","GSTR         P013-409",,,,,,"GSTR            DUNCAN BAY","JNST","JSVI","50.0775","-125.2953","N"
"L","4.1","20200203","CDFO","2MS23P017TRIN CH 02","1","GSPTS TRIN CH (17-2)","48.9328","-123.5133",,,,"GSPTS           STAT AREA: P017 TRINCOMALI CHANNEL  P017","GST","GSVI","48.8667","-123.4167","N"
"L","4.1","20180206","CDFO","2F 29FWLFGLEN VA 16","1","FWSPT GLEN VA [29-16]","49.1667","-122.4667",,,,"FWSPT           STAT AREA: FWLF GLEN VALLEY         FWLF","GST","GSMS","49.1667","-122.4667","N"
"L","4.1","20200203","CDFO","2MN26P012LEDG PT 18","1","CSPT  LEDG PT (12-18)","50.6042","-127.0789",,,,"CSPT            STAT AREA: P012 LEDGE POINT         P012","JNST","JNSTG","50.6042","-127.0789","N"
"L","4.1","20200203","CDFO","2MS23M19AMILL BY 08","1","GSPTS MILL BY (19-8)","48.6522","-123.5486",,,,"GSPTS           STAT AREA: M19A MILL BAY            M19A","GST","GSVI","48.65","-123.5167","N"
"L","4.1","20200203","CDFO","2MS23P017SPAR BB 12","1","GSPTS SPAR BB (17-12)","49.3167","-124.1833",,,,"GSPTS           STAT AREA: P017 SPAR BUOY           P017","GST","GSVI","49.35","-124.15","N"
"L","4.1","20200203","CDFO","2MS23P29MVANC HA","1","GSPTS VANC HA (P29M)","49.2981","-123.0719",,,,"GSPTS           STAT AREA: P29M VANCOUVER HARBOUR   P29M","GST","GSMS","49.2981","-123.0719","N"
"L","4.1","20200203","CDFO","2MS27M23BLYAL PT 08","1","WSPT  LYAL PT (23-8)","48.9658","-125.3364",,,,"WSPT            STAT AREA: M23B LYALL POINT         M23B","WCVI","SWVI","48.9658","-125.3364","N"
"L","4.1","20200203","CDFO","2MS24M19BCHAI IT 04","1","JFSPT CHAI IT (19-4)","48.4175","-123.2656",,,,"JFSPT           STAT AREA: M19B CHAIN ISLETS        M19B","GST","GSVI","48.4167","-123.2667","N"
